authorId,reviewId
2184835504,review_00843
49544519,review_00844
50444250,review_00845
1734115099,review_00846
39875549,review_00847
3319570,review_00848
1397961581,review_00849
144463456,review_00850
5560389,review_00851
46314813,review_00852
144484465,review_00853
39925057,review_00854
2277164806,review_00855
2152797300,review_00856
2940586,review_00857
2415520,review_00858
6195124,review_00859
2243387038,review_00860
49047879,review_00861
49706753,review_00862
1707882,review_00863
145241088,review_00864
3601606,review_00865
4067778,review_00866
47752180,review_00867
3217938,review_00868
2144392792,review_00869
37538205,review_00870
6663598,review_00871
83517845,review_00872
145311850,review_00873
29962276,review_00874
41132173,review_00875
143763547,review_00876
6757822,review_00877
5780900,review_00878
1930563,review_00879
147220896,review_00880
3063424,review_00881
144205833,review_00882
3461396,review_00883
13538179,review_00884
9724536,review_00885
3461255,review_00886
40542149,review_00887
2029438,review_00888
8428012,review_00889
1401576081,review_00890
2254174318,review_00891
4255781,review_00892
2297895,review_00893
1399797964,review_00894
145985918,review_00895
48210728,review_00896
4958412,review_00897
5492748,review_00898
72624351,review_00899
2034263705,review_00900
6433886,review_00901
5888933,review_00902
4824416,review_00903
145421902,review_00904
2484623,review_00905
2130484024,review_00906
4311831,review_00907
3625707,review_00908
46303041,review_00909
13942978,review_00910
50597072,review_00911
1695845,review_00912
144432341,review_00913
2275166,review_00914
118019595,review_00915
6748315,review_00916
8111738,review_00917
2117793323,review_00918
4151001,review_00919
11041392,review_00920
49368459,review_00921
144770393,review_00922
145307683,review_00923
3693541,review_00924
32867294,review_00925
47606988,review_00926
35211342,review_00927
6314696,review_00928
3925666,review_00929
49435014,review_00930
40586580,review_00931
145254047,review_00932
2108156101,review_00933
6057409,review_00934
49221833,review_00935
87078886,review_00936
48170561,review_00937
2148568344,review_00938
4119413,review_00939
13311824,review_00940
144733495,review_00941
3837084,review_00942
6852000,review_00943
34032348,review_00944
6634201,review_00945
8319136,review_00946
97513479,review_00947
2723781,review_00948
2007538,review_00949
5817452,review_00950
1399167214,review_00951
6273473,review_00952
2108471737,review_00953
6980336,review_00954
3144297,review_00955
48064869,review_00956
49307943,review_00957
1400901155,review_00958
47138595,review_00959
2256247,review_00960
2209660095,review_00961
2047503990,review_00962
48722972,review_00963
48046695,review_00964
2074009444,review_00965
32316487,review_00966
49006966,review_00967
2879297,review_00968
4498979,review_00969
1708147,review_00970
34373221,review_00971
47465011,review_00972
1399511286,review_00973
40024564,review_00974
2119453958,review_00975
51002202,review_00976
14091337,review_00977
6326347,review_00978
48137140,review_00979
144857429,review_00980
2109447946,review_00981
26633278,review_00982
2031493,review_00983
2073442,review_00984
8206211,review_00985
46361557,review_00986
66166346,review_00987
65880834,review_00988
1397948445,review_00989
6070629,review_00990
145332689,review_00991
2171439,review_00992
31420918,review_00993
3748554,review_00994
3905425,review_00995
2115640457,review_00996
8613649,review_00997
5637789,review_00998
2147332070,review_00999
50144704,review_01000
49882591,review_01001
4331421,review_01002
40391389,review_01003
4642010,review_01004
143739133,review_01005
2093316,review_01006
2118582674,review_01007
2146113291,review_01008
40642247,review_01009
41156119,review_01010
3959754,review_01011
49433555,review_01012
5754853,review_01013
152709658,review_01014
145331667,review_01015
6362117,review_01016
2213331384,review_01017
15914071,review_01018
7490417,review_01019
2144503568,review_01020
3007017,review_01021
1398192562,review_01022
3513736,review_01023
2243444370,review_01024
26422687,review_01025
51475028,review_01026
52486385,review_01027
1738153049,review_01028
2080562318,review_01029
3972855,review_01030
5527354,review_01031
2153397758,review_01032
6902018,review_01033
1432772726,review_01034
2112438857,review_01035
2109210315,review_01036
6130924,review_01037
51287181,review_01038
5382990,review_01039
49889340,review_01040
150302778,review_01041
5657819,review_01042
33849555,review_01043
114168784,review_01044
2954996,review_01045
1688086,review_01046
2256458,review_01047
50767989,review_01048
2087007745,review_01049
143768332,review_01050
2558828,review_01051
145967056,review_01052
121284729,review_01053
144355453,review_01054
2118541562,review_01055
89039946,review_01056
1659032628,review_01057
4360829,review_01058
1696345,review_01059
2152272033,review_01060
31755391,review_01061
3918575,review_01062
3875374,review_01063
5934455,review_01064
2156164,review_01065
2112703154,review_01066
46684532,review_01067
3439432,review_01068
37546234,review_01069
2155850426,review_01070
14322718,review_01071
2058684615,review_01072
48931050,review_01073
144100533,review_01074
2619871,review_01075
2188167459,review_01076
2075705282,review_01077
14330530,review_01078
49105176,review_01079
144528540,review_01080
47031679,review_01081
2108963450,review_01082
3728306,review_01083
4592141,review_01084
46395564,review_01085
51918334,review_01086
4042209,review_01087
3316620,review_01088
144670841,review_01089
13048130,review_01090
47724844,review_01091
4619043,review_01092
1399012966,review_01093
144300769,review_01094
8626750,review_01095
84507473,review_01096
144457723,review_01097
39364988,review_01098
145766840,review_01099
34350603,review_01100
8206211,review_01101
1405319889,review_01102
6914887,review_01103
145449667,review_01104
1994964,review_01105
6332999,review_01106
1566416566,review_01107
2305815,review_01108
2110837853,review_01109
145794277,review_01110
2727213,review_01111
48226565,review_01112
2036519306,review_01113
34866044,review_01114
49584865,review_01115
12064001,review_01116
10320104,review_01117
2113636091,review_01118
2107999695,review_01119
6396051,review_01120
1398143075,review_01121
2197494,review_01122
1720916534,review_01123
34880356,review_01124
144295976,review_01125
2117925477,review_01126
144572282,review_01127
112907639,review_01128
1969844,review_01129
5374671,review_01130
47450149,review_01131
1390631039,review_01132
144661021,review_01133
2111226774,review_01134
3128977,review_01135
1695456,review_01136
66913822,review_01137
2109934379,review_01138
29783780,review_01139
51225736,review_01140
3563400,review_01141
40403970,review_01142
1422592764,review_01143
32853777,review_01144
2055004205,review_01145
7275293,review_01146
2149505734,review_01147
2138205141,review_01148
48375023,review_01149
11250950,review_01150
2343101,review_01151
2156016207,review_01152
145787322,review_01153
33777258,review_01154
2157155328,review_01155
38032898,review_01156
115590329,review_01157
46771885,review_01158
2273664706,review_01159
3688186,review_01160
2226970028,review_01161
35041421,review_01162
7411860,review_01163
3631939,review_01164
50608524,review_01165
33482687,review_01166
31751917,review_01167
30748779,review_01168
144805467,review_01169
2149766261,review_01170
2280143067,review_01171
5990061,review_01172
5936974,review_01173
2058425506,review_01174
1500435016,review_01175
5705102,review_01176
2234820425,review_01177
1397962543,review_01178
3369083,review_01179
31625648,review_01180
2875171,review_01181
2550523,review_01182
9223952,review_01183
145859089,review_01184
3316251,review_01185
3495173,review_01186
2000227963,review_01187
2156649429,review_01188
11372946,review_01189
82117480,review_01190
10577461,review_01191
144579372,review_01192
2152690746,review_01193
47187702,review_01194
4184932,review_01195
2111307694,review_01196
10094685,review_01197
1760254,review_01198
95061365,review_01199
49908481,review_01200
150310432,review_01201
40420481,review_01202
145194739,review_01203
6611041,review_01204
5186050,review_01205
101457473,review_01206
50219447,review_01207
3727030,review_01208
144182523,review_01209
49646915,review_01210
82466078,review_01211
2438820,review_01212
1411505727,review_01213
77352218,review_01214
2990812,review_01215
5204847,review_01216
2395080,review_01217
2916311,review_01218
71375044,review_01219
1707080,review_01220
6311325,review_01221
145790141,review_01222
144939327,review_01223
1951819,review_01224
5997797,review_01225
89201883,review_01226
90054334,review_01227
47143141,review_01228
50675371,review_01229
1400612386,review_01230
11784405,review_01231
4338591,review_01232
46342597,review_01233
2613492,review_01234
13268361,review_01235
145220106,review_01236
48165385,review_01237
2277317394,review_01238
1404080198,review_01239
123260665,review_01240
1726049158,review_01241
1394392873,review_01242
2117101465,review_01243
2152207313,review_01244
121857049,review_01245
2056124167,review_01246
47137961,review_01247
118137550,review_01248
7183326,review_01249
14544109,review_01250
1402072099,review_01251
2051569,review_01252
3738719,review_01253
145081876,review_01254
34621825,review_01255
4758839,review_01256
113876222,review_01257
120026279,review_01258
121790152,review_01259
3798521,review_01260
1569105856,review_01261
4251358,review_01262
6797321,review_01263
8207908,review_01264
6217721,review_01265
1857019,review_01266
47060588,review_01267
40293194,review_01268
2243209979,review_01269
3015823,review_01270
2071004,review_01271
1658893195,review_01272
4441056,review_01273
2770280,review_01274
32474083,review_01275
2238157424,review_01276
1816309,review_01277
1693861,review_01278
1409917380,review_01279
8776425,review_01280
2145226767,review_01281
34574639,review_01282
4197675,review_01283
2108598059,review_01284
46714195,review_01285
2112593584,review_01286
2238551992,review_01287
145460642,review_01288
2764338,review_01289
9522670,review_01290
3165826,review_01291
2753106,review_01292
3821743,review_01293
1714972,review_01294
2754461,review_01295
1820901212,review_01296
2328157,review_01297
2130614768,review_01298
4663507,review_01299
144906137,review_01300
3216579,review_01301
1411492875,review_01302
5271889,review_01303
145064562,review_01304
1403528396,review_01305
2038021231,review_01306
144539647,review_01307
2218890959,review_01308
6087856,review_01309
3509835,review_01310
102588949,review_01311
2119408561,review_01312
2140302280,review_01313
5170661,review_01314
33606351,review_01315
91751857,review_01316
38773432,review_01317
19260450,review_01318
1860244,review_01319
3134920,review_01320
1404000098,review_01321
13458040,review_01322
145095679,review_01323
1490919532,review_01324
25871685,review_01325
3778490,review_01326
2108082363,review_01327
16308732,review_01328
1401070496,review_01329
7026533,review_01330
84001765,review_01331
6334910,review_01332
2110338197,review_01333
49065248,review_01334
5645462,review_01335
2108674379,review_01336
2146553096,review_01337
1934585,review_01338
8145210,review_01339
77875107,review_01340
84738388,review_01341
2090123085,review_01342
66650290,review_01343
144449488,review_01344
23217095,review_01345
6338749,review_01346
2162721026,review_01347
8500987,review_01348
1756434,review_01349
1398661655,review_01350
2144124930,review_01351
33574834,review_01352
145428133,review_01353
47018289,review_01354
10912262,review_01355
4438451,review_01356
6734564,review_01357
5706444,review_01358
1776118,review_01359
1743266,review_01360
12533022,review_01361
1382534306,review_01362
143783215,review_01363
34508552,review_01364
10211212,review_01365
3851446,review_01366
145989305,review_01367
38821073,review_01368
3574715,review_01369
10024692,review_01370
66624408,review_01371
1996368219,review_01372
6153083,review_01373
1389576168,review_01374
47129160,review_01375
7387722,review_01376
2911541,review_01377
37638725,review_01378
6599993,review_01379
4498189,review_01380
152253269,review_01381
144089821,review_01382
2060146776,review_01383
65890317,review_01384
8280120,review_01385
2116176337,review_01386
6102597,review_01387
88622876,review_01388
2053524822,review_01389
40127740,review_01390
1400885451,review_01391
3184305,review_01392
3862389,review_01393
51456532,review_01394
2241261311,review_01395
6057409,review_01396
73767425,review_01397
2106085297,review_01398
2248415062,review_01399
4228471,review_01400
144145082,review_01401
5634582,review_01402
3543396,review_01403
48916325,review_01404
1478928280,review_01405
49926133,review_01406
4149379,review_01407
41225500,review_01408
5961074,review_01409
152337287,review_01410
1809765,review_01411
37534577,review_01412
145237317,review_01413
2254230995,review_01414
35082756,review_01415
5212155,review_01416
5780607,review_01417
31842626,review_01418
3062641,review_01419
145100790,review_01420
11965428,review_01421
46476997,review_01422
1965276,review_01423
1409936321,review_01424
144070536,review_01425
2066203352,review_01426
73598005,review_01427
2311090351,review_01428
1473237747,review_01429
34795421,review_01430
7604282,review_01431
32409387,review_01432
2060785605,review_01433
5515506,review_01434
1724582,review_01435
100604358,review_01436
153000328,review_01437
37799191,review_01438
2170320873,review_01439
1932635,review_01440
6559119,review_01441
1750922204,review_01442
7357072,review_01443
2052045703,review_01444
2087007745,review_01445
1411986366,review_01446
144682593,review_01447
3502898,review_01448
34675234,review_01449
38634409,review_01450
121105442,review_01451
1716294,review_01452
3721749,review_01453
3586929,review_01454
2055356110,review_01455
48422510,review_01456
51467971,review_01457
1737491672,review_01458
36887453,review_01459
2237303470,review_01460
120670099,review_01461
39964845,review_01462
144553753,review_01463
6087856,review_01464
4105484,review_01465
34508651,review_01466
1790227,review_01467
145361819,review_01468
1780845,review_01469
7357719,review_01470
1473142553,review_01471
145660766,review_01472
41151312,review_01473
145816076,review_01474
4017209,review_01475
2109536046,review_01476
1402397268,review_01477
7169179,review_01478
2052660233,review_01479
2108014106,review_01480
5252372,review_01481
2807835,review_01482
3385782,review_01483
7469995,review_01484
2327475288,review_01485
39770888,review_01486
3493537,review_01487
1921825,review_01488
2329545,review_01489
2073133683,review_01490
21690417,review_01491
93114334,review_01492
77384473,review_01493
47553294,review_01494
3276879,review_01495
49814593,review_01496
2109264938,review_01497
35066815,review_01498
47707775,review_01499
6098553,review_01500
8685966,review_01501
1665883352,review_01502
10211212,review_01503
143996137,review_01504
2111572787,review_01505
1601727091,review_01506
146687414,review_01507
5934779,review_01508
25600746,review_01509
108798237,review_01510
2975492,review_01511
3212222,review_01512
